Date,Open,High,Low,Close,Adj Close,Volume
8/27/10,19.75,19.870001,19.5,19.700001,19.700001,379600
8/30/10,19.700001,20.190001,19.610001,19.870001,19.870001,732800
8/31/10,19.66,19.790001,19.33,19.48,19.48,201100
9/1/10,19.620001,20.690001,19.6,20.450001,20.450001,494900
9/2/10,20.370001,21.24,20.309999,21.059999,21.059999,487100
9/3/10,20.870001,21.299999,20.66,21.049999,21.049999,434600
9/7/10,20.610001,21,20.5,20.540001,20.540001,243400
9/8/10,20.66,20.950001,20.6,20.9,20.9,288400
9/9/10,21,21.049999,20.690001,20.709999,20.709999,376200
9/10/10,20.75,20.93,19.76,20.17,20.17,386600
9/13/10,20.889999,20.9,20.5,20.719999,20.719999,360800
9/14/10,20.540001,21.6,20.530001,21.120001,21.120001,654700
9/15/10,20.98,22,20.790001,21.98,21.98,684600
9/16/10,22.15,23.16,20.84,20.940001,20.940001,2684500
9/17/10,21.02,21.32,19.799999,20.23,20.23,1198500
9/20/10,20.67,21.35,20.16,21.059999,21.059999,947500
9/21/10,20.889999,21.549999,20.67,20.77,20.77,796000
9/22/10,20.870001,20.950001,19.799999,19.870001,19.870001,962900
9/23/10,19.889999,20.139999,19.5,19.559999,19.559999,668100
9/24/10,19.950001,20.190001,19.65,20.1,20.1,578900
9/27/10,20.4,20.809999,20.049999,20.530001,20.530001,418600
9/28/10,21.040001,21.49,20.76,21.4,21.4,1214500
9/29/10,21.190001,22.030001,21.129999,21.98,21.98,1969300
9/30/10,22,22.15,20.190001,20.41,20.41,2195800
10/1/10,20.690001,20.75,20.309999,20.6,20.6,597700
10/4/10,20.43,21.17,20.299999,20.99,20.99,643600
10/5/10,21.15,21.280001,21.01,21.120001,21.120001,332000
10/6/10,21.059999,21.26,20.32,20.459999,20.459999,313400
10/7/10,20.57,20.639999,20.34,20.43,20.43,141000
10/8/10,20.43,20.790001,20.389999,20.43,20.43,267800
10/11/10,20.440001,20.700001,20.07,20.24,20.24,171200
10/12/10,20.200001,20.280001,20.030001,20.24,20.24,244000
10/13/10,20.639999,20.85,20.360001,20.540001,20.540001,318200
10/14/10,21,21.030001,20.4,20.75,20.75,294800
10/15/10,20.889999,20.9,20.25,20.540001,20.540001,284700
10/18/10,20.52,20.639999,20.219999,20.23,20.23,162800
10/19/10,20.200001,20.41,20,20.049999,20.049999,245200
10/20/10,20.16,20.690001,20.040001,20.65,20.65,312500
10/21/10,20.610001,20.950001,20.450001,20.75,20.75,417100
10/22/10,20.68,20.93,20.549999,20.719999,20.719999,161100
10/25/10,20.940001,20.98,20.73,20.85,20.85,118500
10/26/10,20.799999,21.870001,20.51,21.360001,21.360001,660900
10/27/10,21.25,21.379999,20.65,21,21,356500
10/28/10,21.389999,21.5,20.959999,21.190001,21.190001,224200
10/29/10,21.139999,21.85,21.049999,21.84,21.84,280600
11/1/10,21.940001,22.75,21.309999,21.41,21.41,455800
11/2/10,21.68,21.879999,21.049999,21.25,21.25,322500
11/3/10,21.280001,22.5,21.16,21.77,21.77,372600
11/4/10,22.6,25.33,22.15,24.9,24.9,1874000
11/5/10,24.870001,24.969999,23.719999,24.440001,24.440001,1011000
11/8/10,24.5,25,24.030001,24.98,24.98,509500
11/9/10,25,25.690001,24.049999,24.629999,24.629999,956400
11/10/10,24.48,29.969999,24.049999,29.360001,29.360001,3060500
11/11/10,28.6,29.1,27.33,28.040001,28.040001,1945300
11/12/10,28.25,30.5,28.07,29.84,29.84,2729100
11/15/10,30.219999,32.939999,30.219999,30.799999,30.799999,2622900
11/16/10,31,31.4,28.42,29.67,29.67,1347600
11/17/10,30.200001,30.75,28.610001,29.49,29.49,750000
11/18/10,30.67,30.74,28.92,29.889999,29.889999,956100
11/19/10,30.16,31.370001,29.700001,30.99,30.99,1150500
11/22/10,31.57,33.450001,31.5,33.400002,33.400002,1529700
11/23/10,33.290001,35.68,32.189999,34.57,34.57,1577800
11/24/10,35.27,35.970001,34.330002,35.470001,35.470001,1425000
11/26/10,35.599998,36,34.75,35.32,35.32,350600
11/29/10,35.41,35.950001,33.330002,34.330002,34.330002,1145600
11/30/10,33.740002,35.330002,33.41,35.330002,35.330002,2222600
12/1/10,35.869999,36.419998,33.450001,34.349998,34.349998,1299200
12/2/10,34.009998,34.299999,31.200001,32.349998,32.349998,2007000
12/3/10,32.009998,32.25,30.870001,31.49,31.49,1160100
12/6/10,31.35,31.450001,29.559999,30.309999,30.309999,1274400
12/7/10,30.49,32.400002,30.049999,31.559999,31.559999,1311300
12/8/10,32.48,32.490002,31.52,32.369999,32.369999,660000
12/9/10,32.509998,32.720001,31.65,32.049999,32.049999,406000
12/10/10,32.049999,32.919998,31.129999,31.52,31.52,429400
12/13/10,31.639999,31.77,30.4,30.549999,30.549999,410400
12/14/10,30.290001,30.389999,27.76,28.530001,28.530001,1765700
12/15/10,28.67,29.969999,28.530001,29.6,29.6,742900
12/16/10,30,30.91,29.65,30.809999,30.809999,790100
12/17/10,31.34,31.540001,30.709999,31.360001,31.360001,813000
12/20/10,31.639999,32.189999,31.26,31.700001,31.700001,523400
12/21/10,31.799999,32.689999,31.709999,32.259998,32.259998,777700
12/22/10,32.25,32.860001,31.700001,32.630001,32.630001,833300
12/23/10,31.26,32.48,29.92,30.09,30.09,1552600
12/27/10,28.02,28.58,25.059999,25.549999,25.549999,9301900
12/28/10,25.85,26.75,25,26.41,26.41,4056300
12/29/10,27.030001,28.01,26.5,27.73,27.73,3319200
12/30/10,27.700001,27.9,26.379999,26.5,26.5,2041100
12/31/10,26.57,27.25,26.5,26.629999,26.629999,1417900
1/3/11,26.84,27,25.9,26.620001,26.620001,1283000
1/4/11,26.66,26.950001,26.02,26.67,26.67,1187400
1/5/11,26.48,26.9,26.190001,26.83,26.83,1446700
1/6/11,26.83,28,26.809999,27.879999,27.879999,2061200
1/7/11,28,28.58,27.9,28.24,28.24,2247900
1/10/11,28.17,28.68,28.049999,28.450001,28.450001,1342700
1/11/11,28.59,28.709999,26.92,26.959999,26.959999,1710200
1/12/11,27.01,27.4,26.52,26.959999,26.959999,964400
1/13/11,26.959999,26.969999,26.16,26.219999,26.219999,723600
1/14/11,26.15,26.58,25.610001,25.75,25.75,1192000
1/18/11,25.48,25.639999,24.75,25.639999,25.639999,1621700
1/19/11,25.27,25.469999,23.75,24.030001,24.030001,2371500
1/20/11,24.030001,24.450001,22.370001,22.620001,22.620001,2279900
1/21/11,23.120001,23.59,22.709999,23.040001,23.040001,1217000
1/24/11,23.530001,24.809999,23.23,24.49,24.49,1645100
1/25/11,24.65,24.889999,24.02,24.68,24.68,1271500
1/26/11,24.709999,24.879999,24.1,24.75,24.75,1079900
1/27/11,24.74,25.08,24.530001,24.92,24.92,895700
1/28/11,24.879999,24.879999,23.75,24.01,24.01,1048400
1/31/11,24.049999,24.120001,23.5,24.1,24.1,830300
2/1/11,24.309999,24.73,23.540001,23.91,23.91,707800
2/2/11,24.16,24.18,23.67,23.940001,23.940001,569500
2/3/11,23.82,23.9,23.15,23.629999,23.629999,512000
2/4/11,23.440001,23.67,23.219999,23.459999,23.459999,544000
2/7/11,23.26,23.26,22.879999,23.07,23.07,895100
2/8/11,23.780001,25.25,23,24.49,24.49,3504900
2/9/11,24.129999,24.18,22.790001,23.209999,23.209999,2635600
2/10/11,23.26,23.639999,22.809999,23.219999,23.219999,836100
2/11/11,23.25,23.75,22.940001,23.25,23.25,634500
2/14/11,23.639999,24.139999,23.049999,23.08,23.08,1283100
2/15/11,23.01,23.17,22.559999,22.84,22.84,953700
2/16/11,23.1,24.969999,23.07,24.73,24.73,4115100
2/17/11,24.629999,25.49,23.549999,23.6,23.6,2618400
2/18/11,23.33,23.49,22.959999,23.18,23.18,2370700
2/22/11,22.879999,23,21.780001,21.870001,21.870001,2064600
2/23/11,22.18,22.5,21.110001,21.83,21.83,1605600
2/24/11,21.780001,22.58,21.5,22.530001,22.530001,1055300
2/25/11,22.809999,23.85,22.690001,23.610001,23.610001,1346300
2/28/11,23.74,24.1,23.5,23.889999,23.889999,1051200
3/1/11,24.049999,24.32,23.700001,23.940001,23.940001,1106400
3/2/11,23.82,24.280001,23.73,24.02,24.02,663300
3/3/11,24.48,24.790001,24.059999,24.360001,24.360001,640200
3/4/11,24.48,24.99,23.780001,24.950001,24.950001,1580100
3/7/11,24.93,25.4,24.700001,24.940001,24.940001,2033600
3/8/11,24.6,24.959999,24,24.66,24.66,1399900
3/9/11,24.66,24.99,24.27,24.719999,24.719999,924800
3/10/11,24.440001,24.49,23.73,24.01,24.01,1017000
3/11/11,23.85,24.25,23.530001,24.07,24.07,930800
3/14/11,23.82,24,23.200001,23.25,23.25,1166000
3/15/11,22.200001,22.959999,21.799999,22.950001,22.950001,1318800
3/16/11,22.860001,23.25,22.690001,22.82,22.82,1169700
3/17/11,23.24,23.43,22.639999,22.809999,22.809999,922600
3/18/11,23.190001,23.190001,22.51,22.959999,22.959999,687900
3/21/11,23.049999,23.049999,22.540001,22.73,22.73,411700
3/22/11,22.73,22.860001,22,22.190001,22.190001,582900
3/23/11,22.110001,22.27,21.77,22.209999,22.209999,422800
3/24/11,22.139999,22.379999,21.98,22.33,22.33,462200
3/25/11,22.43,23,22.4,22.75,22.75,568000
3/28/11,22.700001,23.540001,22.549999,23.25,23.25,1058100
3/29/11,23.299999,24,23.209999,23.92,23.92,755400
3/30/11,24.110001,24.49,23.01,23.709999,23.709999,1223300
3/31/11,26.549999,28.709999,26.5,27.75,27.75,11517800
4/1/11,27.450001,28.18,26.57,26.66,26.66,2864800
4/4/11,26.83,27,25.23,25.83,25.83,2609300
4/5/11,25.9,27,25.690001,26.700001,26.700001,3180900
4/6/11,26.99,27.01,25.799999,26.49,26.49,1288300
4/7/11,26.85,27.940001,26.450001,27.24,27.24,2810300
4/8/11,27.58,27.6,26.360001,26.49,26.49,1946400
4/11/11,26.469999,26.530001,25.02,25.27,25.27,1369400
4/12/11,25.08,25.209999,24.299999,24.65,24.65,1357400
4/13/11,25.129999,25.690001,24.809999,24.93,24.93,1211500
4/14/11,24.870001,25.280001,24.200001,25.139999,25.139999,983400
4/15/11,25.65,26.18,25.41,25.58,25.58,943500
4/18/11,25.129999,25.620001,24.360001,25.030001,25.030001,1033900
4/19/11,25.26,25.26,24.65,25.16,25.16,548700
4/20/11,25.700001,26.09,25.299999,25.75,25.75,837200
4/21/11,25.85,26.98,25.59,26.74,26.74,1386100
4/25/11,26.700001,26.73,25.969999,26.389999,26.389999,800900
4/26/11,26.66,27.25,26.309999,26.93,26.93,1400000
4/27/11,26.93,27.360001,26.629999,27.08,27.08,996900
4/28/11,27.07,27.690001,26.719999,27.66,27.66,1600000
4/29/11,27.690001,27.870001,27.42,27.6,27.6,726000
5/2/11,27.6,27.799999,27.059999,27.450001,27.450001,784600
5/3/11,27.379999,27.389999,26.5,26.870001,26.870001,913900
5/4/11,26.780001,27,25.75,26.690001,26.690001,1044500
5/5/11,27.200001,27.440001,26.17,26.440001,26.440001,1218500
5/6/11,26.9,27.700001,26.620001,27.120001,27.120001,981700
5/9/11,27,28,26.85,27.91,27.91,916400
5/10/11,28.24,28.950001,27.91,28.33,28.33,1535300
5/11/11,28.200001,28.299999,26.92,27.07,27.07,962500
5/12/11,27.07,27.74,26.65,27.67,27.67,628000
5/13/11,28,28.190001,27.299999,27.549999,27.549999,661500
5/16/11,27.99,27.99,26.549999,26.6,26.6,755700
5/17/11,27,27,25.719999,25.959999,25.959999,1234200
5/18/11,26.1,26.469999,25.52,26.35,26.35,729500
5/19/11,27.030001,28.440001,26.6,28.200001,28.200001,2655100
5/20/11,28.26,28.280001,27.35,27.969999,27.969999,842500
5/23/11,27.620001,27.620001,26.620001,26.82,26.82,863600
5/24/11,27.02,27.5,26.6,26.719999,26.719999,613700
5/25/11,26.9,29.01,26.17,28.98,28.98,4693100
5/26/11,28.82,29.76,28.1,29.48,29.48,3336900
5/27/11,29.540001,29.67,28.82,29.549999,29.549999,1687100
5/31/11,29.690001,30.280001,29.549999,30.139999,30.139999,3290500
6/1/11,30,30.1,28.379999,28.52,28.52,1529900
6/2/11,28.52,29.32,28.51,28.76,28.76,986300
6/3/11,29.950001,31.5,29.5,30.129999,30.129999,6209200
6/6/11,30.1,30.129999,28.26,28.700001,28.700001,2331100
6/7/11,28.940001,29.389999,28.26,28.370001,28.370001,1222100
6/8/11,28.440001,28.6,27.02,27.120001,27.120001,1695900
6/9/11,27.43,28.1,27.1,27.620001,27.620001,1603200
6/10/11,27.52,28.299999,27.35,27.860001,27.860001,1566600
6/13/11,28.07,28.879999,27.879999,28.43,28.43,1713400
6/14/11,28.540001,29.700001,28.52,28.6,28.6,1573400
6/15/11,28.440001,28.450001,27.07,27.32,27.32,1345000
6/16/11,27.67,28,25.74,26.5,26.5,1842200
6/17/11,26.870001,27.700001,26.139999,26.5,26.5,1714000
6/20/11,26.290001,26.459999,25.5,26.01,26.01,1537800
6/21/11,26.24,27.73,26,27.530001,27.530001,1496000
6/22/11,27.370001,28.25,27.1,27.209999,27.209999,1475600
6/23/11,27.200001,27.719999,26.209999,27.709999,27.709999,1170000
6/24/11,27.639999,27.969999,27.26,27.57,27.57,3608500
6/27/11,27.73,28.280001,27.309999,27.459999,27.459999,1809400
6/28/11,27.790001,28.25,27.67,28.110001,28.110001,889200
6/29/11,28.5,29.09,28.07,28.290001,28.290001,1461800
6/30/11,28.5,29.33,28.4,29.129999,29.129999,946700
7/1/11,29.07,29.6,28.799999,29.02,29.02,854900
7/5/11,29.02,29.52,28.709999,29.139999,29.139999,996000
7/6/11,29.139999,29.139999,28.549999,28.959999,28.959999,926900
7/7/11,29.139999,30,29.01,29.73,29.73,1327900
7/8/11,29.889999,29.889999,28.59,28.809999,28.809999,1240600
7/11/11,28.4,28.530001,28,28.35,28.35,975800
7/12/11,28.370001,29.09,28,28.17,28.17,1045400
7/13/11,28.43,29.030001,27.9,28.639999,28.639999,1066000
7/14/11,28.530001,28.959999,27.25,27.610001,27.610001,1159000
7/15/11,27.790001,27.83,27.4,27.58,27.58,709000
7/18/11,27.34,27.450001,26.629999,27.23,27.23,851900
7/19/11,27.58,28.110001,27.540001,27.889999,27.889999,1026100
7/20/11,28,30.440001,27.799999,28.690001,28.690001,3048300
7/21/11,28.91,29.16,28.1,28.700001,28.700001,1011500
7/22/11,28.700001,29.540001,28.549999,29.290001,29.290001,583500
7/25/11,29.01,29.25,28.440001,28.49,28.49,673300
7/26/11,28.309999,28.77,27.969999,28,28,760600
7/27/11,28.5,28.5,27.51,27.639999,27.639999,958500
7/28/11,27.6,28.549999,27.540001,28.17,28.17,938700
7/29/11,27.799999,28.4,27.5,28.17,28.17,948200
8/1/11,28.67,28.98,28.209999,28.77,28.77,1164900
8/2/11,28.690001,29.200001,27.27,27.34,27.34,1549400
8/3/11,27.5,27.83,26.34,27.200001,27.200001,1794500
8/4/11,26.51,26.889999,24.67,24.75,24.75,3064500
8/5/11,24.99,25.379999,22.83,24.24,24.24,1964400
8/8/11,23.1,24.440001,23.1,23.639999,23.639999,2608500
8/9/11,24.15,25.450001,23.700001,25.059999,25.059999,1333400
8/10/11,25.440001,25.440001,23.629999,23.82,23.82,1564200
8/11/11,24.040001,25.75,24,25.299999,25.299999,836500
8/12/11,25.6,27.139999,25.360001,26.309999,26.309999,1009100
8/15/11,26.620001,26.75,25.93,26.23,26.23,738600
8/16/11,26.129999,26.540001,25.83,26.1,26.1,537700
8/17/11,26.389999,26.65,25.51,25.83,25.83,643700
8/18/11,25,25.15,23.469999,24.26,24.26,1056600
8/19/11,23.860001,24.219999,22,22.299999,22.299999,1375300
8/22/11,23.110001,23.799999,21.68,21.950001,21.950001,986100
8/23/11,21.93,23.110001,21.5,22.959999,22.959999,869000
8/24/11,23.1,23.93,22.83,23.870001,23.870001,684300
8/25/11,23.870001,23.870001,22.9,23.110001,23.110001,679800
8/26/11,22.709999,23.950001,22.07,23.73,23.73,761800
8/29/11,24.219999,24.85,24.02,24.709999,24.709999,803400
8/30/11,24.5,24.77,24.09,24.629999,24.629999,366200
8/31/11,24.799999,25.5,24.280001,24.74,24.74,823800
9/1/11,24.66,24.870001,23.84,24,24,848100
9/2/11,23.66,23.99,22.68,23.07,23.07,769900
9/6/11,22.5,23.200001,22.290001,22.940001,22.940001,809800
9/7/11,23.389999,24,23.280001,23.84,23.84,459200
9/8/11,23.58,24.030001,23.280001,23.610001,23.610001,505700
9/9/11,23.370001,23.57,22.549999,22.969999,22.969999,669300
9/12/11,22.5,23.309999,22.450001,22.879999,22.879999,566600
9/13/11,23.01,24.1,22.75,24.08,24.08,726500
9/14/11,24.25,24.84,23.790001,24.34,24.34,830800
9/15/11,24.58,24.93,24.33,24.82,24.82,562600
9/16/11,24.780001,25.84,24.49,25.799999,25.799999,1417100
9/19/11,24.950001,25.809999,23.82,25.77,25.77,1157400
9/20/11,25.98,26.6,25.67,26.01,26.01,1180400
9/21/11,25.950001,26.950001,25.700001,25.85,25.85,987600
9/22/11,25.639999,26.110001,24.879999,25.629999,25.629999,775800
9/23/11,25.49,26.620001,25.35,26.379999,26.379999,1156400
9/26/11,26.52,26.52,24.9,25.52,25.52,934800
9/27/11,26,26.99,25.57,26.190001,26.190001,674500
9/28/11,26,26.5,24.51,24.59,24.59,723300
9/29/11,25.719999,25.82,23.549999,24.120001,24.120001,929600
9/30/11,24.799999,24.889999,23.49,24.389999,24.389999,1336100
10/3/11,24.950001,25,23.25,23.73,23.73,1023200
10/4/11,23.290001,24.32,22.93,23.66,23.66,1200300
10/5/11,24.030001,25.84,23.35,25.370001,25.370001,1229500
10/6/11,25.370001,27.6,25.02,26.959999,26.959999,1769100
10/7/11,26.98,27.6,26.049999,26.99,26.99,1311600
10/10/11,27.309999,28.18,27,27.879999,27.879999,923500
10/11/11,27.51,27.77,27.09,27.610001,27.610001,575700
10/12/11,27.25,28,27.200001,27.799999,27.799999,1123400
10/13/11,27.629999,28.469999,27.440001,27.940001,27.940001,1043500
10/14/11,28,28.549999,27.26,28.049999,28.049999,1400500
10/17/11,27.860001,28,27.26,27.42,27.42,754500
10/18/11,27.299999,28.43,26.709999,28.34,28.34,999700
10/19/11,28.02,28.059999,27.299999,27.57,27.57,792900
10/20/11,27.440001,27.469999,27,27.34,27.34,999700
10/21/11,27.4,28.299999,27.01,28.030001,28.030001,1142600
10/24/11,27.870001,28.889999,27.75,28.549999,28.549999,940600
10/25/11,28.23,28.860001,27.799999,28.25,28.25,654400
10/26/11,28.190001,28.370001,27.4,27.98,27.98,510500
10/27/11,28.34,28.950001,28.110001,28.76,28.76,869400
10/28/11,28.5,30,28.01,29.870001,29.870001,1264000
10/31/11,29.5,29.51,28.75,29.370001,29.370001,1134000
11/1/11,28.389999,28.92,28,28.879999,28.879999,635200
11/2/11,29,29.26,28.25,28.709999,28.709999,875300
11/3/11,30,32.490002,29.530001,32.459999,32.459999,2509700
11/4/11,31.459999,32.400002,30.51,32.310001,32.310001,3032900
11/7/11,31.639999,32,30.75,31.27,31.27,1266300
11/8/11,31.370001,32,30.719999,31.84,31.84,1167900
11/9/11,30.870001,31.49,30.299999,30.879999,30.879999,953700
11/10/11,30.940001,31.5,30.65,31.33,31.33,747300
11/11/11,31.9,34.5,30.57,33.639999,33.639999,3868300
11/14/11,33,33.540001,32.619999,33.220001,33.220001,1325700
11/15/11,32.919998,34.400002,32.73,33.93,33.93,891000
11/16/11,33.48,35,33.400002,34.939999,34.939999,1833200
11/17/11,34.5,34.900002,33.189999,33.68,33.68,1349300
11/18/11,33.639999,34.110001,32.540001,32.599998,32.599998,902800
11/21/11,32.439999,32.439999,31.049999,31.76,31.76,1031600
11/22/11,31.76,32.790001,31.049999,32.07,32.07,732600
11/23/11,31.76,32.049999,31.25,31.450001,31.450001,451800
11/25/11,31.549999,32.41,31.08,31.66,31.66,239600
11/28/11,32,33.279999,31.809999,32.560001,32.560001,681200
11/29/11,32.490002,33.07,31.629999,31.75,31.75,591100
11/30/11,32.5,32.93,32.220001,32.740002,32.740002,760300
12/1/11,32.57,33.990002,31.98,32.599998,32.599998,1030200
12/2/11,32.830002,33.689999,32.400002,33.299999,33.299999,802800
12/5/11,33.529999,35,33.43,34.419998,34.419998,1160100
12/6/11,34.200001,34.98,34.029999,34.869999,34.869999,951800
12/7/11,34.630001,34.889999,33.799999,34.189999,34.189999,674300
12/8/11,30.84,31.65,29.610001,30.889999,30.889999,3305800
12/9/11,30.540001,31.120001,30.280001,31.040001,31.040001,1239500
12/12/11,30.440001,30.620001,30.02,30.41,30.41,758700
12/13/11,30.57,30.93,28.91,29.450001,29.450001,994100
12/14/11,29.5,29.68,28,28.530001,28.530001,1163900
12/15/11,28.67,29.17,28.120001,28.620001,28.620001,700300
12/16/11,28.790001,28.93,27.98,28,28,1029700
12/19/11,28.09,28.5,27.370001,27.75,27.75,987000
12/20/11,28.049999,28.450001,27.719999,27.9,27.9,843300
12/21/11,27.91,28.07,26.030001,27.57,27.57,1705500
12/22/11,27.6,28.049999,27.299999,27.77,27.77,1009400
12/23/11,28,28,27.52,27.9,27.9,591400
12/27/11,27.66,28.77,27.639999,28.57,28.57,777500
12/28/11,28.99,29.24,28.040001,28.51,28.51,575200
12/29/11,28.59,29.34,28.549999,28.73,28.73,488200
12/30/11,28.49,28.98,28.25,28.559999,28.559999,339800
1/3/12,28.940001,29.5,27.65,28.08,28.08,928100
1/4/12,28.209999,28.67,27.5,27.709999,27.709999,630100
1/5/12,27.76,27.93,26.85,27.120001,27.120001,1005500
1/6/12,27.200001,27.790001,26.41,26.91,26.91,986300
1/9/12,27,27.49,26.120001,27.25,27.25,897000
1/10/12,27.440001,27.76,27.25,27.620001,27.620001,671800
1/11/12,27.620001,28.379999,27.299999,28.23,28.23,672300
1/12/12,28.48,28.620001,27.809999,28.25,28.25,729300
1/13/12,28.4,28.5,22.639999,22.790001,22.790001,5500400
1/17/12,26.620001,27.34,26.41,26.6,26.6,4651600
1/18/12,26.690001,26.879999,26.25,26.809999,26.809999,1260200
1/19/12,27.190001,27.74,26.610001,26.76,26.76,1246300
1/20/12,26.9,27,26.4,26.6,26.6,662300
1/23/12,26.809999,27.209999,26.6,26.77,26.77,594600
1/24/12,26.629999,27.68,26.440001,27.42,27.42,858000
1/25/12,27.27,28.01,27.049999,27.969999,27.969999,611200
1/26/12,28.07,29.58,28,28.940001,28.940001,1271100
1/27/12,28.5,29.719999,28.5,29.33,29.33,748400
1/30/12,29.49,29.610001,28.530001,29.57,29.57,729000
1/31/12,29.9,30,28.870001,29.07,29.07,956400
2/1/12,29.07,29.700001,29,29.58,29.58,523200
2/2/12,29.719999,30.879999,29.610001,30.25,30.25,805700
2/3/12,30.41,31.33,30.25,31.15,31.15,764500
2/6/12,31.1,31.9,31.049999,31.799999,31.799999,652100
2/7/12,31.799999,31.799999,30.82,31.6,31.6,1021600
2/8/12,31.6,32.009998,31.290001,31.93,31.93,623700
2/9/12,32,32.900002,31.43,32.580002,32.580002,1277100
2/10/12,32.259998,32.27,29.84,31.1,31.1,1874200
2/13/12,31.549999,32.060001,30.9,31.49,31.49,1157900
2/14/12,31.74,33.790001,31.4,33.169998,33.169998,1810800
2/15/12,33.099998,34.41,32.27,33.599998,33.599998,2761800
2/16/12,33.5,34.509998,32.540001,34.18,34.18,2219700
2/17/12,33.990002,34.970001,33.5,34.970001,34.970001,1376700
2/21/12,34.869999,34.869999,33.810001,34.5,34.5,1135800
2/22/12,34.5,34.720001,32.5,34.220001,34.220001,1654600
2/23/12,33.990002,34.970001,33.560001,34.529999,34.529999,820400
2/24/12,34.23,34.52,33.27,33.75,33.75,959900
2/27/12,33.41,34,33,33.619999,33.619999,606000
2/28/12,33.639999,34.439999,33.169998,33.810001,33.810001,612200
2/29/12,33.810001,34.119999,33.139999,33.41,33.41,535700
3/1/12,33.509998,34.5,33.310001,34.41,34.41,703500
3/2/12,34.400002,34.5,33.709999,34.040001,34.040001,550000
3/5/12,34.349998,34.400002,33.459999,33.77,33.77,467000
3/6/12,33.25,33.279999,32.619999,33.110001,33.110001,573800
3/7/12,33.119999,33.310001,32.91,33.119999,33.119999,364900
3/8/12,33.110001,33.490002,33.040001,33.07,33.07,633300
3/9/12,33.200001,35.310001,33.200001,34.740002,34.740002,1553400
3/12/12,34.689999,36.290001,34.599998,36.009998,36.009998,1963300
3/13/12,36.509998,36.59,35.5,36.09,36.09,1001600
3/14/12,36,36,34.799999,35.290001,35.290001,851500
3/15/12,35.279999,35.48,34.779999,35,35,571600
3/16/12,34.900002,35.889999,34.830002,35.32,35.32,729300
3/19/12,35.259998,35.32,34.540001,34.98,34.98,1015600
3/20/12,34.98,35.200001,34.57,34.959999,34.959999,567000
3/21/12,34.939999,35.299999,34.599998,35.150002,35.150002,607200
3/22/12,34.970001,35.150002,34.299999,34.400002,34.400002,522400
3/23/12,34.259998,34.630001,33.150002,34.080002,34.080002,1170600
3/26/12,35.59,38.09,35.040001,37.400002,37.400002,3140500
3/27/12,37.16,39.950001,37.029999,37.939999,37.939999,2539200
3/28/12,37.779999,38.439999,37.110001,37.849998,37.849998,955000
3/29/12,38.189999,38.189999,37.029999,37.330002,37.330002,796400
